Código,Título,Grupo de alimentos,Energía <ENERC> - kcal,Energía <ENERC> - KJ,Agua <WATER>,Proteínas <PROCNT>,Grasa total <FAT>,Carbohidratos totales <CHOCDF>,Carbohidratos disponibles <CHOAVL>,Fibra dietaria <FIBTG>,Cenizas <ASH>,Calcio <CA>,Fósforo <P>,Zinc <ZN>,Hierro <FE>,Sodio <NA>,Potasio <K>,β caroteno equivalentes totales <CARTBQ>,Vitamina A equivalentes totales <VITA>,Tiamina <THIA>,Riboflavina <RIBF>,Niacina <NIA>,Vitamina C <VITC>,Ácido fólico,Acción
U45,Dale - Dale (tubérculo),"TUBÉRCULOS, RAÍCES Y DERIVADOS",115kcal,483KJ,67.00g,4.30g,0.20g,26.50g,-1.00g,-1.00g,2.00g,147mg,104mg,-1.00mg,0.80mg,-1mg,-1mg,-1μg,-1μg,0.11mg,0.06mg,-1.00mg,2.70mg,-1μg,
U46,Iguana papa (tubérculo),"TUBÉRCULOS, RAÍCES Y DERIVADOS",77kcal,322KJ,78.00g,5.00g,0.20g,15.30g,-1.00g,-1.00g,1.50g,322mg,39mg,-1.00mg,0.70mg,-1mg,-1mg,-1μg,-1μg,0.12mg,0.05mg,-1.00mg,5.60mg,-1μg,
U47,"Maca, harina de","TUBÉRCULOS, RAÍCES Y DERIVADOS",328kcal,1374KJ,6.60g,8.70g,4.10g,78.90g,70.30g,8.60g,1.70g,61mg,250mg,2.00mg,7.97mg,3mg,609mg,-1μg,-1μg,-1.00mg,-1.00mg,-1.00mg,-1.00mg,-1μg,
U48,Nopu - zumaca (tubérculo),"TUBÉRCULOS, RAÍCES Y DERIVADOS",143kcal,596KJ,59.80g,7.10g,0.40g,31.10g,-1.00g,-1.00g,1.60g,48mg,115mg,-1.00mg,1.10mg,-1mg,-1mg,-1μg,-1μg,0.13mg,0.05mg,-1.00mg,0.00mg,-1μg,
U49,Oca deshidratada (ccaya),"TUBÉRCULOS, RAÍCES Y DERIVADOS",311kcal,1300KJ,15.30g,4.30g,1.10g,75.40g,-1.00g,-1.00g,3.90g,52mg,171mg,-1.00mg,9.90mg,-1mg,-1mg,-1μg,0μg,0.04mg,0.08mg,0.85mg,2.40mg,-1μg,
U50,Oca sin cáscara,"TUBÉRCULOS, RAÍCES Y DERIVADOS",53kcal,221KJ,83.00g,0.70g,0.00g,15.60g,13.10g,2.40g,0.70g,-1mg,-1mg,0.14mg,0.47mg,-1mg,-1mg,-1μg,0μg,0.01mg,0.06mg,0.61mg,23.92mg,-1μg,
U51,Oca variedad nativa ccaya oga con cáscara,"TUBÉRCULOS, RAÍCES Y DERIVADOS",29kcal,122KJ,82.60g,0.80g,0.40g,15.40g,6.20g,9.20g,0.90g,-1mg,-1mg,-1.00mg,3.84mg,-1mg,-1mg,-1μg,-1μg,-1.00mg,-1.00mg,-1.00mg,30.85mg,-1μg,
U52,Oca variedad nativa garwuaricra con cáscara,"TUBÉRCULOS, RAÍCES Y DERIVADOS",28kcal,118KJ,84.50g,0.90g,0.40g,13.50g,5.90g,7.60g,0.70g,-1mg,-1mg,-1.00mg,0.79mg,-1mg,-1mg,-1μg,-1μg,-1.00mg,-1.00mg,-1.00mg,32.32mg,-1μg,
U53,Papa canchan,"TUBÉRCULOS, RAÍCES Y DERIVADOS",66kcal,275KJ,77.40g,2.40g,0.10g,19.10g,14.40g,4.70g,0.90g,26mg,40mg,0.24mg,0.45mg,8mg,477mg,0μg,0μg,0.62mg,0.07mg,0.41mg,0.00mg,-1μg,
U54,"Papa, chuño negro, harina de","TUBÉRCULOS, RAÍCES Y DERIVADOS",322kcal,1347KJ,15.30g,5.80g,0.10g,75.60g,-1.00g,-1.00g,3.20g,-1mg,-1mg,0.94mg,23.01mg,-1mg,-1mg,-1μg,-1μg,-1.00mg,-1.00mg,-1.00mg,-1.00mg,-1μg,
U55,"Papa moraya, harina de","TUBÉRCULOS, RAÍCES Y DERIVADOS",332kcal,1390KJ,16.50g,2.30g,0.10g,80.60g,-1.00g,-1.00g,0.50g,65mg,168mg,0.59mg,15.63mg,-1mg,-1mg,-1μg,0μg,0.23mg,0.05mg,3.51mg,4.00mg,-1μg,
U56,Papa negra andina,"TUBÉRCULOS, RAÍCES Y DERIVADOS",63kcal,262KJ,81.00g,1.80g,0.40g,16.20g,13.60g,2.60g,0.60g,19mg,40mg,0.22mg,0.52mg,6mg,295mg,0μg,0μg,0.47mg,0.26mg,0.42mg,3.15mg,-1μg,
U57,"Papa sin cáscara, variedad amarilis","TUBÉRCULOS, RAÍCES Y DERIVADOS",64kcal,269KJ,81.70g,2.10g,0.10g,15.40g,14.40g,1.10g,0.80g,30mg,38mg,0.26mg,0.79mg,-1mg,-1mg,-1μg,0μg,0.00mg,0.00mg,1.20mg,0.00mg,-1μg,
U58,"Papa sin cáscara, variedad huevo de indio","TUBÉRCULOS, RAÍCES Y DERIVADOS",84kcal,350KJ,75.80g,2.10g,0.20g,21.10g,19.10g,1.90g,0.90g,30mg,38mg,0.31mg,0.51mg,-1mg,-1mg,-1μg,0μg,0.00mg,0.00mg,1.00mg,0.00mg,-1μg,
U59,"Papa sin cáscara, variedad tumbay","TUBÉRCULOS, RAÍCES Y DERIVADOS",86kcal,360KJ,75.50g,2.00g,0.10g,21.50g,19.80g,1.70g,1.00g,30mg,38mg,0.28mg,0.36mg,-1mg,-1mg,0μg,0μg,0.00mg,0.00mg,1.20mg,0.00mg,-1μg,
U60,"Papa sin cáscara, variedad única","TUBÉRCULOS, RAÍCES Y DERIVADOS",77kcal,320KJ,77.80g,2.30g,0.20g,19.00g,17.10g,1.90g,0.70g,30mg,38mg,0.32mg,0.46mg,-1mg,-1mg,-1μg,0μg,0.00mg,0.00mg,0.70mg,0.00mg,-1μg,
U61,"Papa sin cáscara, variedad Yungay","TUBÉRCULOS, RAÍCES Y DERIVADOS",86kcal,360KJ,77.10g,2.10g,0.10g,19.90g,-1.00g,-1.00g,0.90g,30mg,38mg,0.25mg,0.45mg,-1mg,-1mg,-1μg,0μg,-1.00mg,-1.00mg,-1.00mg,6.20mg,-1μg,
U62,Papa variedad nativa capulí con cáscara,"TUBÉRCULOS, RAÍCES Y DERIVADOS",115kcal,483KJ,65.70g,1.20g,0.30g,31.50g,27.10g,4.30g,1.30g,5mg,-1mg,-1.00mg,1.72mg,-1mg,-1mg,-1μg,-1μg,-1.00mg,-1.00mg,-1.00mg,23.70mg,-1μg,
U63,Papa variedad nativa caramarquina con cáscara,"TUBÉRCULOS, RAÍCES Y DERIVADOS",98kcal,408KJ,69.30g,1.70g,0.30g,27.50g,22.40g,5.00g,1.20g,6mg,-1mg,-1.00mg,1.10mg,-1mg,-1mg,-1μg,-1μg,-1.00mg,-1.00mg,-1.00mg,22.62mg,-1μg,
U64,Papa variedad nativa chimbina amarilla con cáscara,"TUBÉRCULOS, RAÍCES Y DERIVADOS",68kcal,285KJ,75.30g,2.30g,0.20g,21.00g,14.80g,6.20g,1.20g,-1mg,-1mg,-1.00mg,0.69mg,-1mg,-1mg,-1μg,-1μg,-1.00mg,-1.00mg,-1.00mg,20.37mg,-1μg,
U65,Papa variedad nativa huagalina con cáscara,"TUBÉRCULOS, RAÍCES Y DERIVADOS",54kcal,225KJ,77.90g,2.40g,0.20g,18.30g,11.20g,7.10g,1.20g,-1mg,-1mg,-1.00mg,0.56mg,-1mg,-1mg,-1μg,-1μg,-1.00mg,-1.00mg,-1.00mg,24.44mg,-1μg,
U66,Papa variedad nativa hualash con cáscara,"TUBÉRCULOS, RAÍCES Y DERIVADOS",54kcal,224KJ,78.60g,2.00g,0.40g,17.60g,11.00g,6.60g,1.40g,6mg,-1mg,-1.00mg,0.56mg,-1mg,-1mg,-1μg,-1μg,-1.00mg,-1.00mg,-1.00mg,25.08mg,-1μg,
U67,Papa variedad nativa huayro con cáscara,"TUBÉRCULOS, RAÍCES Y DERIVADOS",76kcal,319KJ,75.10g,1.70g,0.20g,21.80g,17.30g,4.50g,1.10g,-1mg,-1mg,-1.00mg,0.53mg,-1mg,-1mg,-1μg,-1μg,-1.00mg,-1.00mg,-1.00mg,26.33mg,-1μg,
U68,Papa variedad nativa huevo de toro con cáscara,"TUBÉRCULOS, RAÍCES Y DERIVADOS",72kcal,301KJ,73.80g,2.40g,0.30g,22.40g,15.60g,6.80g,1.10g,-1mg,-1mg,-1.00mg,0.66mg,-1mg,-1mg,-1μg,-1μg,-1.00mg,-1.00mg,-1.00mg,18.94mg,-1μg,
U69,Papa variedad nativa limeña con cáscara,"TUBÉRCULOS, RAÍCES Y DERIVADOS",68kcal,286KJ,75.20g,2.50g,0.30g,20.90g,14.60g,6.30g,1.20g,-1mg,-1mg,-1.00mg,0.53mg,-1mg,-1mg,-1μg,-1μg,-1.00mg,-1.00mg,-1.00mg,19.47mg,-1μg,
U70,Papa variedad nativa maga blanca con cáscara,"TUBÉRCULOS, RAÍCES Y DERIVADOS",65kcal,271KJ,76.80g,3.00g,0.30g,18.90g,13.50g,5.40g,1.10g,-1mg,-1mg,-1.00mg,0.42mg,-1mg,-1mg,-1μg,-1μg,-1.00mg,-1.00mg,-1.00mg,22.98mg,-1μg,
U71,Papa variedad nativa peruanita con cáscara,"TUBÉRCULOS, RAÍCES Y DERIVADOS",78kcal,327KJ,74.10g,2.00g,0.30g,22.40g,17.30g,5.10g,1.20g,-1mg,-1mg,-1.00mg,0.38mg,-1mg,-1mg,-1μg,-1μg,-1.00mg,-1.00mg,-1.00mg,17.74mg,-1μg,
U72,Papa variedad nativa puca pampamachay con cáscara,"TUBÉRCULOS, RAÍCES Y DERIVADOS",81kcal,339KJ,71.90g,2.00g,0.20g,24.80g,18.30g,6.40g,1.10g,6mg,-1mg,-1.00mg,1.28mg,-1mg,-1mg,-1μg,-1μg,-1.00mg,-1.00mg,-1.00mg,22.10mg,-1μg,
U73,Papa variedad nativa puca pishgosh con cáscara,"TUBÉRCULOS, RAÍCES Y DERIVADOS",99kcal,416KJ,68.80g,1.90g,0.50g,27.50g,22.40g,5.00g,1.50g,11mg,-1mg,-1.00mg,1.01mg,-1mg,-1mg,-1μg,-1μg,-1.00mg,-1.00mg,-1.00mg,22.11mg,-1μg,
U74,Papa variedad nativa quinuapa tulum con cáscara,"TUBÉRCULOS, RAÍCES Y DERIVADOS",70kcal,293KJ,74.30g,1.90g,0.50g,21.80g,15.10g,6.70g,1.60g,7mg,-1mg,-1.00mg,0.95mg,-1mg,-1mg,-1μg,-1μg,-1.00mg,-1.00mg,-1.00mg,26.64mg,-1μg,
U75,Papa variedad nativa sapa negra con cáscara,"TUBÉRCULOS, RAÍCES Y DERIVADOS",72kcal,301KJ,73.70g,2.20g,0.30g,22.60g,15.70g,6.90g,1.20g,-1mg,-1mg,-1.00mg,0.74mg,-1mg,-1mg,-1μg,-1μg,-1.00mg,-1.00mg,-1.00mg,30.22mg,-1μg,
U76,Papa variedad nativa yana shaque con cáscara,"TUBÉRCULOS, RAÍCES Y DERIVADOS",108kcal,450KJ,67.60g,1.80g,0.40g,29.10g,24.70g,4.50g,1.10g,6mg,-1mg,-1.00mg,0.86mg,-1mg,-1mg,-1μg,-1μg,-1.00mg,-1.00mg,-1.00mg,24.02mg,-1μg,
